candidate_id,job_role,fit_score_weighted_heuristic,fit_score_embedding_similarity,fit_score_supervised_ranker
R3490,Backend Developer,0.2232,0.1052,0.0679
R3491,Frontend Developer,0.2871,0.2112,0.1018
R3492,Data Scientist,0.1836,0.1007,0.0373
R3493,Data Scientist,0.6242,0.3297,0.9574
R3494,Software Engineer,0.4972,0.2126,0.8311
R3495,Data Scientist,0.6282,0.3922,0.9381
R3496,Backend Developer,0.2735,0.2106,0.0832
R3497,ML Engineer,0.4236,0.0707,0.785
R3498,Data Scientist,0.6072,0.2788,0.9581
R3499,Backend Developer,0.5561,0.2016,0.9388
R3500,ML Engineer,0.6464,0.3392,0.9685
R3501,Data Scientist,0.635,0.3051,0.9688
R3502,Data Scientist,0.6951,0.3521,0.9846
R3503,Backend Developer,0.4163,0.0488,0.7862
R3504,Frontend Developer,0.4904,0.1921,0.832
R3505,Frontend Developer,0.5783,0.235,0.9481
R3506,Software Engineer,0.5954,0.2861,0.9473
R3507,Frontend Developer,0.5048,0.2,0.8684
R3508,Frontend Developer,0.7486,0.4958,0.9834
R3509,Data Scientist,0.4459,0.2949,0.5248
R3510,Data Scientist,0.7111,0.3999,0.9844
R3511,Software Engineer,0.5961,0.2683,0.9528
R3512,Data Scientist,0.7007,0.3689,0.9846
R3513,ML Engineer,0.6375,0.3125,0.9688
R3514,Data Analyst,0.5694,0.2416,0.9381
R3515,ML Engineer,0.4506,0.3143,0.5079
R3516,Data Analyst,0.585,0.2884,0.9372
R3517,ML Engineer,0.5365,0.2496,0.8933
R3518,Backend Developer,0.6489,0.3468,0.9684
R3519,Software Engineer,0.4988,0.1821,0.8691
R3520,Backend Developer,0.65,0.3501,0.9684
R3521,Backend Developer,0.547,0.2125,0.9253
R3522,ML Engineer,0.4448,0.2645,0.5707
R3523,Frontend Developer,0.4343,0.1028,0.7832
R3524,Data Analyst,0.6033,0.2899,0.9525
R3525,Backend Developer,0.4847,0.1398,0.8706
R3526,Data Scientist,0.5498,0.2493,0.9126
R3527,ML Engineer,0.4027,0.1582,0.5767
R3528,ML Engineer,0.513,0.1791,0.8954
R3529,Data Scientist,0.3988,0.2299,0.4249
R3530,Data Analyst,0.425,0.0749,0.7847
R3531,Software Engineer,0.6079,0.2807,0.958
R3532,Backend Developer,0.5174,0.1921,0.895
R3533,Data Scientist,0.6032,0.2895,0.9525
R3534,Data Scientist,0.5636,0.2242,0.9384
R3535,Software Engineer,0.5406,0.3969,0.7576
R3536,Data Scientist,0.5417,0.1965,0.9256
R3537,Software Engineer,0.6341,0.3024,0.9689
R3538,Data Analyst,0.2565,0.1594,0.0845
R3539,Frontend Developer,0.5221,0.2064,0.8946
R3540,Data Scientist,0.576,0.2614,0.9377
R3541,Frontend Developer,0.3217,0.2483,0.1394
R3542,Data Analyst,0.6056,0.2739,0.9581
R3543,ML Engineer,0.5292,0.1875,0.9142
R3544,Software Engineer,0.7181,0.4209,0.9843
R3545,Backend Developer,0.4273,0.0818,0.7844
R3546,ML Engineer,0.4275,0.0824,0.7843
R3547,Data Scientist,0.4766,0.1297,0.8618
R3548,Software Engineer,0.4184,0.0552,0.7858
R3549,ML Engineer,0.7158,0.4142,0.9843
R3550,Data Analyst,0.4788,0.1365,0.8615
R3551,ML Engineer,0.5712,0.2468,0.938
R3552,ML Engineer,0.6126,0.295,0.9578
R3553,Data Analyst,0.1745,0.0734,0.0376
R3554,Software Engineer,0.4683,0.105,0.8627
R3555,Frontend Developer,0.5605,0.2147,0.9386
R3556,Software Engineer,0.3473,0.2002,0.2595
R3557,Data Scientist,0.5509,0.2528,0.9125
R3558,Data Analyst,0.4363,0.109,0.7829
R3559,Software Engineer,0.2783,0.0848,0.1929
R3560,Data Scientist,0.6132,0.3396,0.9464
R3561,Software Engineer,0.6408,0.3225,0.9687
R3562,Data Analyst,0.3004,0.2513,0.1006
R3563,Software Engineer,0.6352,0.3055,0.9688
R3564,Data Scientist,0.3622,0.2199,0.2882
R3565,Data Scientist,0.4924,0.3773,0.5839
R3566,Data Analyst,0.2241,0.0724,0.0883
R3567,Data Analyst,0.6126,0.2949,0.9578
R3568,Software Engineer,0.5214,0.3392,0.7609
R3569,ML Engineer,0.4944,0.1832,0.8597
R3570,Data Analyst,0.5345,0.2034,0.9138
R3571,Data Scientist,0.6398,0.3193,0.9687
R3572,Frontend Developer,0.3295,0.2134,0.1943
R3573,ML Engineer,0.5529,0.23,0.9249
R3574,Software Engineer,0.4183,0.055,0.7858
R3575,Frontend Developer,0.5833,0.23,0.9533
R3576,Data Analyst,0.6199,0.3397,0.9518
R3577,Frontend Developer,0.7034,0.377,0.9845
R3578,Software Engineer,0.4934,0.1659,0.8697
R3579,Backend Developer,0.4833,0.15,0.861
R3580,Backend Developer,0.7002,0.3672,0.9846
R3581,ML Engineer,0.1796,0.0887,0.0374
R3582,ML Engineer,0.6154,0.3033,0.9577
R3583,Data Analyst,0.4398,0.1193,0.7823
R3584,Backend Developer,0.576,0.2613,0.9377
R3585,Software Engineer,0.6718,0.3583,0.9767
R3586,Frontend Developer,0.5817,0.2785,0.9374
R3587,Software Engineer,0.5985,0.2754,0.9527
R3588,Backend Developer,0.4982,0.1612,0.8813
R3589,Frontend Developer,0.4517,0.1826,0.7334
R3590,Software Engineer,0.5613,0.2171,0.9385
R3591,Software Engineer,0.4483,0.1448,0.781
R3592,Software Engineer,0.5302,0.1905,0.9141
R3593,Data Scientist,0.3786,0.1859,0.4121
R3594,Software Engineer,0.5741,0.2557,0.9378
R3595,Data Scientist,0.3416,0.2249,0.2184
R3596,Backend Developer,0.4329,0.0988,0.7835
R3597,Backend Developer,0.5531,0.1925,0.939
R3598,ML Engineer,0.565,0.2284,0.9383
R3599,Data Scientist,0.611,0.3129,0.9522
R3600,Software Engineer,0.4814,0.1441,0.8612
R3601,Software Engineer,0.5796,0.2389,0.948
R3602,Frontend Developer,0.4878,0.13,0.8824
R3603,Data Scientist,0.5546,0.2352,0.9248
R3604,Data Analyst,0.3824,0.2973,0.2503
R3605,ML Engineer,0.2529,0.1488,0.0847
R3606,ML Engineer,0.5789,0.2701,0.9375
R3607,Data Analyst,0.4802,0.2621,0.7288
R3608,ML Engineer,0.6166,0.3069,0.9577
R3609,Frontend Developer,0.5702,0.298,0.9093
R3610,ML Engineer,0.4482,0.253,0.6097
R3611,Backend Developer,0.4967,0.1759,0.8693
R3612,Frontend Developer,0.5967,0.29,0.9472
R3613,ML Engineer,0.7116,0.4016,0.9844
R3614,Data Scientist,0.5297,0.1892,0.9141
R3615,ML Engineer,0.5937,0.2612,0.9529
R3616,Frontend Developer,0.4364,0.1091,0.7829
R3617,Software Engineer,0.3985,0.1704,0.5258
R3618,Data Scientist,0.4213,0.0638,0.7853
R3619,Data Analyst,0.6542,0.3625,0.9683
R3620,Frontend Developer,0.5721,0.2496,0.9379
R3621,Data Scientist,0.5134,0.2902,0.7982
R3622,Backend Developer,0.5899,0.2698,0.9475
R3623,Data Scientist,0.6796,0.3818,0.9765
R3624,Data Scientist,0.5252,0.1755,0.9145
R3625,Frontend Developer,0.2412,0.1737,0.0618
R3626,Backend Developer,0.5563,0.319,0.8722
R3627,Data Scientist,0.427,0.0811,0.7844
R3628,Data Scientist,0.4852,0.1557,0.8608
R3629,Software Engineer,0.3786,0.0858,0.5946
R3630,Backend Developer,0.3082,0.2461,0.116
R3631,Frontend Developer,0.5591,0.2107,0.9386
R3632,Frontend Developer,0.4164,0.1893,0.5816
R3633,Data Analyst,0.4721,0.4331,0.401
R3634,Frontend Developer,0.4793,0.1631,0.8345
R3635,Data Analyst,0.8538,0.5614,0.9962
R3636,Data Scientist,0.4917,0.1608,0.8699
R3637,Backend Developer,0.4033,0.3598,0.2466
R3638,Data Scientist,0.4196,0.0588,0.7856
R3639,Data Analyst,0.501,0.1696,0.881
R3640,Software Engineer,0.6296,0.2889,0.969
R3641,Software Engineer,0.5641,0.2256,0.9384
R3642,Backend Developer,0.5115,0.1745,0.8955
R3643,ML Engineer,0.5538,0.1948,0.9389
R3644,Data Analyst,0.5285,0.1856,0.9142
R3645,Frontend Developer,0.7345,0.4701,0.9841
R3646,Frontend Developer,0.3661,0.2321,0.2907
R3647,Frontend Developer,0.3593,0.0653,0.5406
R3648,Data Scientist,0.4925,0.3097,0.7007
R3649,Data Scientist,0.5889,0.3001,0.937
R3650,Backend Developer,0.4241,0.0724,0.7849
R3651,Data Scientist,0.5428,0.2283,0.9132
R3652,Backend Developer,0.4857,0.2072,0.8104
R3653,Data Scientist,0.5051,0.1819,0.8806
R3654,Data Scientist,0.4932,0.2046,0.8326
R3655,Data Scientist,0.5112,0.2545,0.8292
R3656,ML Engineer,0.5671,0.2345,0.9382
R3657,Software Engineer,0.4534,0.2102,0.6999
R3658,ML Engineer,0.5853,0.2892,0.9372
R3659,Frontend Developer,0.4948,0.1512,0.8817
R3660,Data Analyst,0.5311,0.2334,0.8937
R3661,Data Analyst,0.4192,0.241,0.4991
R3662,Backend Developer,0.7098,0.4293,0.9811
R3663,Data Scientist,0.5306,0.1919,0.9141
R3664,Backend Developer,0.4302,0.0907,0.7839
R3665,Backend Developer,0.3189,0.278,0.115
R3666,Data Analyst,0.5666,0.233,0.9382
R3667,Data Analyst,0.649,0.3469,0.9684
R3668,Backend Developer,0.5404,0.2213,0.9133
R3669,Data Analyst,0.524,0.2119,0.8944
R3670,Frontend Developer,0.6731,0.3623,0.9767
R3671,Frontend Developer,0.421,0.288,0.4163
R3672,Data Scientist,0.5269,0.1808,0.9144
R3673,Frontend Developer,0.5559,0.2011,0.9388
R3674,Frontend Developer,0.5154,0.1462,0.9152
R3675,Data Scientist,0.4944,0.1688,0.8696
R3676,Backend Developer,0.2974,0.0671,0.2745
R3677,Software Engineer,0.5299,0.1898,0.9141
R3678,ML Engineer,0.5661,0.2697,0.924
R3679,Data Analyst,0.3424,0.1673,0.2945
R3680,Data Scientist,0.4983,0.1615,0.8813
R3681,Data Scientist,0.6367,0.31,0.9688
R3682,Frontend Developer,0.5896,0.2489,0.9531
R3683,Software Engineer,0.5479,0.4105,0.7536
R3684,Data Analyst,0.69,0.3901,0.9792
R3685,Frontend Developer,0.4215,0.0644,0.7853
R3686,Backend Developer,0.5405,0.1929,0.9257
R3687,Backend Developer,0.6974,0.359,0.9846
R3688,Software Engineer,0.6475,0.3425,0.9685
R3689,Frontend Developer,0.4852,0.1557,0.8608
R3690,Data Analyst,0.48,0.2901,0.6726
R3691,ML Engineer,0.6368,0.3103,0.9688
R3692,Data Analyst,0.5762,0.262,0.9377
R3693,ML Engineer,0.5273,0.1819,0.9143
R3694,Data Scientist,0.2745,0.1734,0.1029
R3695,Backend Developer,0.5778,0.2667,0.9376
R3696,Software Engineer,0.3654,0.1378,0.4365
R3697,Data Scientist,0.5904,0.2713,0.9475
R3698,Data Scientist,0.5539,0.233,0.9248
R3699,ML Engineer,0.305,0.2364,0.1163
R3700,Frontend Developer,0.5032,0.1953,0.8686
R3701,Frontend Developer,0.3412,0.2236,0.2185
R3702,Data Scientist,0.4351,0.1054,0.7831
R3703,Backend Developer,0.5561,0.2397,0.9247
R3704,Software Engineer,0.5663,0.2323,0.9382
R3705,ML Engineer,0.5485,0.2168,0.9252
R3706,Software Engineer,0.5661,0.2697,0.924
R3707,Data Scientist,0.7299,0.4564,0.9841
R3708,Data Scientist,0.6143,0.3229,0.952
R3709,Software Engineer,0.4851,0.1552,0.8608
R3710,Frontend Developer,0.6317,0.2951,0.9689
R3711,ML Engineer,0.5356,0.2067,0.9137
R3712,Frontend Developer,0.483,0.1489,0.8611
R3713,Data Analyst,0.2223,0.067,0.0884
R3714,Software Engineer,0.5101,0.1704,0.8956
R3715,Data Scientist,0.4261,0.0783,0.7846
R3716,Frontend Developer,0.5739,0.2549,0.9378
R3717,Software Engineer,0.5713,0.2473,0.938
R3718,Software Engineer,0.633,0.2989,0.9689
R3719,Software Engineer,0.4771,0.1169,0.8714
R3720,Data Analyst,0.4586,0.2258,0.6988
R3721,Data Analyst,0.4589,0.2265,0.6988
R3722,Backend Developer,0.561,0.2165,0.9385
R3723,Frontend Developer,0.4863,0.3644,0.5823
R3724,Backend Developer,0.7092,0.3944,0.9844
R3725,Backend Developer,0.6122,0.2937,0.9579
R3726,Frontend Developer,0.2815,0.1553,0.1326
R3727,ML Engineer,0.4186,0.0557,0.7858
R3728,Data Analyst,0.4208,0.0625,0.7854
R3729,Data Analyst,0.5582,0.208,0.9387
R3730,Backend Developer,0.517,0.1911,0.895
R3731,Data Analyst,0.2493,0.1646,0.0736
R3732,Frontend Developer,0.6928,0.345,0.9847
R3733,ML Engineer,0.5962,0.2685,0.9528
R3734,Data Analyst,0.6225,0.2676,0.9692
R3735,Data Scientist,0.5735,0.254,0.9378
R3736,Backend Developer,0.5126,0.1778,0.8954
R3737,Data Analyst,0.5041,0.1522,0.8962
R3738,Backend Developer,0.5545,0.197,0.9389
R3739,Backend Developer,0.1786,0.0857,0.0375
R3740,Frontend Developer,0.6304,0.2911,0.969
R3741,Data Analyst,0.3935,0.2765,0.3329
R3742,ML Engineer,0.4333,0.1,0.7834
R3743,Data Analyst,0.6923,0.397,0.9792
R3744,Data Scientist,0.4906,0.1574,0.87
R3745,ML Engineer,0.4736,0.1207,0.8621
R3746,Data Analyst,0.2938,0.167,0.1504
R3747,Data Scientist,0.6779,0.3538,0.9795
R3748,ML Engineer,0.5522,0.1901,0.939
R3749,Data Analyst,0.5092,0.1675,0.8957
R3750,Backend Developer,0.5579,0.245,0.9245
R3751,Data Analyst,0.4816,0.1449,0.8612
R3752,Frontend Developer,0.5602,0.2141,0.9386
R3753,Backend Developer,0.4014,0.1898,0.519
R3754,Data Scientist,0.3824,0.1972,0.4112
R3755,Software Engineer,0.5391,0.2174,0.9134
R3756,Data Scientist,0.3498,0.216,0.2618
R3757,ML Engineer,0.502,0.1459,0.8964
R3758,Data Analyst,0.5139,0.1818,0.8953
R3759,Data Scientist,0.7428,0.4285,0.9891
R3760,Data Analyst,0.569,0.2402,0.9381
R3761,ML Engineer,0.6241,0.2724,0.9691
R3762,Data Analyst,0.6492,0.3477,0.9684
R3763,Frontend Developer,0.5635,0.224,0.9384
R3764,Data Scientist,0.4395,0.1186,0.7824
R3765,Backend Developer,0.6041,0.2694,0.9582
R3766,Frontend Developer,0.4628,0.1535,0.802
R3767,Software Engineer,0.3459,0.2001,0.2611
R3768,Frontend Developer,0.4367,0.1102,0.7828
R3769,Data Scientist,0.4915,0.1601,0.8699
R3770,Data Scientist,0.4391,0.1422,0.7446
R3771,Data Analyst,0.4298,0.0895,0.784
R3772,Backend Developer,0.5078,0.1633,0.8959
R3773,Data Scientist,0.3061,0.0933,0.2728
R3774,Frontend Developer,0.5356,0.3997,0.7313
R3775,Frontend Developer,0.5086,0.1658,0.8958
R3776,Software Engineer,0.4946,0.1837,0.8597
R3777,Data Scientist,0.5739,0.255,0.9378
R3778,Data Scientist,0.5756,0.2601,0.9377
R3779,Data Scientist,0.6455,0.3937,0.9566
R3780,Backend Developer,0.5351,0.2052,0.9137
R3781,Software Engineer,0.7407,0.422,0.9891
R3782,Software Engineer,0.492,0.176,0.86
R3783,Frontend Developer,0.86,0.5799,0.9962
R3784,Data Scientist,0.561,0.2162,0.9385
R3785,Backend Developer,0.4261,0.0782,0.7846
R3786,Data Scientist,0.46,0.1676,0.7753
R3787,Software Engineer,0.4408,0.1223,0.7822
R3788,Data Scientist,0.3495,0.0983,0.4438
R3789,Frontend Developer,0.5172,0.2182,0.8794
R3790,Software Engineer,0.2557,0.157,0.0845
R3791,Software Engineer,0.4903,0.1374,0.8821
R3792,Data Scientist,0.4244,0.0733,0.7848
R3793,ML Engineer,0.6425,0.3276,0.9686
R3794,Software Engineer,0.4176,0.0527,0.7859
R3795,Software Engineer,0.5837,0.2512,0.9478
R3796,Data Scientist,0.4276,0.0829,0.7843
R3797,Data Scientist,0.3951,0.1711,0.5205
R3798,ML Engineer,0.5016,0.1882,0.8615
R3799,Data Analyst,0.5342,0.2027,0.9138
R3800,Backend Developer,0.5107,0.1722,0.8956
R3801,ML Engineer,0.4313,0.0939,0.7837
R3802,Backend Developer,0.4724,0.1171,0.8623
R3803,Frontend Developer,0.5279,0.1836,0.9143
R3804,Software Engineer,0.3067,0.2033,0.1411
R3805,Frontend Developer,0.4564,0.2024,0.7142
R3806,Data Analyst,0.483,0.2079,0.7996
R3807,ML Engineer,0.5846,0.2338,0.9533
R3808,ML Engineer,0.6017,0.2621,0.9583
R3809,Frontend Developer,0.5564,0.2026,0.9388
R3810,Data Analyst,0.5391,0.2173,0.9134
R3811,Backend Developer,0.4328,0.0985,0.7835
R3812,Data Analyst,0.6026,0.2877,0.9525
R3813,Data Scientist,0.4302,0.0907,0.7839
R3814,Backend Developer,0.5579,0.207,0.9387
R3815,Data Scientist,0.5749,0.2581,0.9378
R3816,Software Engineer,0.5501,0.2216,0.9251
R3817,ML Engineer,0.5964,0.2691,0.9528
R3818,Data Scientist,0.4203,0.236,0.5206
R3819,Backend Developer,0.5552,0.199,0.9389
R3820,Data Analyst,0.536,0.208,0.9137
R3821,Software Engineer,0.4292,0.0877,0.7841
R3822,Data Analyst,0.4613,0.2338,0.6983
R3823,Data Scientist,0.4698,0.1095,0.8625
R3824,Software Engineer,0.5486,0.2173,0.9252
R3825,Data Scientist,0.4645,0.3135,0.5618
R3826,Frontend Developer,0.2709,0.2027,0.0834
R3827,Software Engineer,0.4134,0.0401,0.7866
R3828,Backend Developer,0.4923,0.1983,0.8339
R3829,Backend Developer,0.4813,0.144,0.8612
R3830,Data Analyst,0.4282,0.0845,0.7842
R3831,Data Analyst,0.3332,0.1996,0.2198
R3832,Data Scientist,0.5593,0.2851,0.902
R3833,Frontend Developer,0.5528,0.1916,0.939
R3834,Data Scientist,0.5389,0.2166,0.9135
R3835,Software Engineer,0.4939,0.3641,0.6128
R3836,Software Engineer,0.4887,0.1517,0.8702
R3837,Software Engineer,0.6501,0.3502,0.9684
R3838,Data Scientist,0.1814,0.0942,0.0374
R3839,Data Analyst,0.5552,0.199,0.9389
R3840,Software Engineer,0.5068,0.187,0.8805
R3841,Data Analyst,0.4991,0.1641,0.8812
R3842,Software Engineer,0.5053,0.1559,0.8961
R3843,Data Analyst,0.6798,0.3823,0.9765
R3844,Frontend Developer,0.2482,0.1614,0.0737
R3845,Data Scientist,0.5458,0.2373,0.9129
R3846,Data Scientist,0.6826,0.3907,0.9765
R3847,Frontend Developer,0.6516,0.3547,0.9683
R3848,Data Scientist,0.4938,0.1481,0.8818
R3849,ML Engineer,0.4305,0.1999,0.6138
R3850,Software Engineer,0.5571,0.2427,0.9246
R3851,Frontend Developer,0.5223,0.1669,0.9147
R3852,Data Analyst,0.3592,0.2359,0.2573
R3853,Software Engineer,0.5282,0.1846,0.9143
R3854,Software Engineer,0.5603,0.2523,0.9244
R3855,Data Scientist,0.5925,0.2575,0.953
R3856,Backend Developer,0.5593,0.2114,0.9386
R3857,ML Engineer,0.7195,0.425,0.9843
R3858,Frontend Developer,0.4157,0.1935,0.5632
R3859,Software Engineer,0.482,0.1318,0.8709
R3860,Frontend Developer,0.5587,0.2095,0.9387
R3861,Data Scientist,0.5799,0.2732,0.9375
R3862,Backend Developer,0.4237,0.0711,0.785
R3863,Frontend Developer,0.4859,0.1433,0.8705
R3864,Backend Developer,0.394,0.2153,0.4261
R3865,Software Engineer,0.5035,0.177,0.8808
R3866,Frontend Developer,0.6806,0.3617,0.9794
R3867,ML Engineer,0.614,0.322,0.952
R3868,Data Scientist,0.4833,0.1499,0.861
R3869,Data Analyst,0.5688,0.2396,0.9381
R3870,ML Engineer,0.5823,0.227,0.9534
R3871,Software Engineer,0.3639,0.2501,0.2564
R3872,Data Analyst,0.576,0.2615,0.9377
R3873,Backend Developer,0.4209,0.1525,0.6555
R3874,ML Engineer,0.5472,0.2666,0.8946
R3875,Backend Developer,0.7109,0.3993,0.9844
R3876,ML Engineer,0.5579,0.245,0.9245
R3877,Backend Developer,0.4998,0.1851,0.869
R3878,ML Engineer,0.3864,0.2306,0.3743
R3879,Frontend Developer,0.4344,0.1031,0.7832
R3880,Data Analyst,0.5675,0.2739,0.9239
R3881,Frontend Developer,0.3,0.0751,0.274
R3882,Software Engineer,0.4578,0.39,0.4043
R3883,Frontend Developer,0.5227,0.1682,0.9147
R3884,Software Engineer,0.4349,0.1046,0.7831
R3885,Frontend Developer,0.2622,0.0865,0.15
R3886,Data Analyst,0.5005,0.1873,0.8689
R3887,Frontend Developer,0.5403,0.2208,0.9134
R3888,ML Engineer,0.5916,0.2749,0.9475
R3889,Data Analyst,0.4772,0.2149,0.7711
R3890,Frontend Developer,0.4801,0.1404,0.8614
R3891,Frontend Developer,0.5942,0.2825,0.9473
R3892,Data Scientist,0.6621,0.3864,0.968
R3893,ML Engineer,0.5663,0.2702,0.924
R3894,Frontend Developer,0.3832,0.2995,0.2502
R3895,Data Analyst,0.6889,0.3868,0.9792
R3896,Data Analyst,0.4308,0.0923,0.7838
R3897,Frontend Developer,0.6491,0.3474,0.9684
R3898,Software Engineer,0.5124,0.1955,0.8783
R3899,ML Engineer,0.4894,0.1538,0.8701
R3900,ML Engineer,0.6243,0.33,0.9574
R3901,Software Engineer,0.5414,0.1957,0.9256
R3902,Software Engineer,0.5824,0.2806,0.9373
R3903,Backend Developer,0.5661,0.2315,0.9383
R3904,ML Engineer,0.5541,0.2339,0.9248
R3905,Frontend Developer,0.574,0.2552,0.9378
R3906,ML Engineer,0.5167,0.19,0.8951
R3907,ML Engineer,0.5303,0.191,0.9141
R3908,Data Scientist,0.664,0.392,0.968
R3909,ML Engineer,0.6552,0.3657,0.9682
R3910,Software Engineer,0.4233,0.0698,0.785
R3911,Frontend Developer,0.4294,0.0882,0.784
R3912,Frontend Developer,0.4435,0.2929,0.5096
R3913,Frontend Developer,0.4793,0.1378,0.8615
R3914,Data Analyst,0.5851,0.2888,0.9372
R3915,Frontend Developer,0.5643,0.2262,0.9384
R3916,Data Analyst,0.672,0.359,0.9767
R3917,Frontend Developer,0.4146,0.0437,0.7864
R3918,Backend Developer,0.6075,0.3026,0.9523
R3919,ML Engineer,0.7472,0.4702,0.9871
R3920,Data Analyst,0.4908,0.158,0.8699
R3921,Backend Developer,0.4147,0.0442,0.7864
R3922,Data Scientist,0.5026,0.1478,0.8963
R3923,Frontend Developer,0.689,0.3338,0.9847
R3924,Software Engineer,0.7095,0.3951,0.9844
R3925,Software Engineer,0.6492,0.3475,0.9684
R3926,Frontend Developer,0.4902,0.1563,0.87
R3927,Software Engineer,0.6304,0.2913,0.969
R3928,ML Engineer,0.5106,0.1984,0.8801
R3929,Backend Developer,0.5735,0.2539,0.9378
R3930,Backend Developer,0.3998,0.1492,0.5774
R3931,Frontend Developer,0.494,0.1486,0.8817
R3932,ML Engineer,0.301,0.2245,0.1167
R3933,Backend Developer,0.6586,0.3759,0.9681
R3934,Frontend Developer,0.6668,0.3434,0.9768
R3935,Backend Developer,0.5052,0.2747,0.7961
R3936,Data Analyst,0.5658,0.2308,0.9383
R3937,Software Engineer,0.5876,0.2429,0.9532
R3938,Data Scientist,0.7188,0.4229,0.9843
R3939,Data Analyst,0.5812,0.2771,0.9374
R3940,Backend Developer,0.261,0.2186,0.0657
R3941,Software Engineer,0.4172,0.0517,0.786
R3942,ML Engineer,0.3546,0.2264,0.2595
R3943,Data Scientist,0.342,0.2261,0.2183
R3944,Software Engineer,0.4289,0.0866,0.7841
R3945,Software Engineer,0.292,0.0509,0.2755
R3946,Data Scientist,0.5146,0.2106,0.8797
R3947,Software Engineer,0.537,0.2111,0.9136
R3948,Data Analyst,0.6879,0.4065,0.9764
R3949,ML Engineer,0.2502,0.1673,0.0736
R3950,Data Scientist,0.5109,0.1727,0.8956
R3951,Backend Developer,0.518,0.1941,0.8949
R3952,Software Engineer,0.6621,0.3292,0.9769
R3953,Frontend Developer,0.4513,0.1874,0.7152
R3954,Data Analyst,0.436,0.2882,0.4936
R3955,Data Analyst,0.6153,0.3458,0.9463
R3956,Data Analyst,0.4946,0.1694,0.8695
R3957,Software Engineer,0.5845,0.3409,0.9081
R3958,Frontend Developer,0.5753,0.2592,0.9377
R3959,Data Analyst,0.6005,0.3014,0.947
R3960,Software Engineer,0.4725,0.1031,0.8719
R3961,Frontend Developer,0.5287,0.1861,0.9142
R3962,Frontend Developer,0.7569,0.4706,0.9889
R3963,Frontend Developer,0.2403,0.171,0.0619
R3964,ML Engineer,0.3832,0.2495,0.3255
R3965,Data Scientist,0.4278,0.1999,0.6179
R3966,Frontend Developer,0.3771,0.1462,0.4724
R3967,ML Engineer,0.4278,0.0834,0.7843
R3968,ML Engineer,0.4419,0.2341,0.6112
R3969,Backend Developer,0.3156,0.2134,0.1624
R3970,Data Scientist,0.5959,0.2676,0.9528
R3971,Frontend Developer,0.3871,0.2572,0.3342
R3972,Backend Developer,0.5824,0.2271,0.9534
R3973,Backend Developer,0.3518,0.116,0.4124
R3974,Frontend Developer,0.678,0.3769,0.9766
R3975,Data Scientist,0.5268,0.2203,0.8941
R3976,Backend Developer,0.5421,0.2263,0.9132
R3977,Data Scientist,0.4279,0.0836,0.7843
R3978,Software Engineer,0.7025,0.374,0.9845
R3979,Backend Developer,0.5078,0.1902,0.8804
R3980,Frontend Developer,0.5591,0.2106,0.9386
R3981,ML Engineer,0.6393,0.318,0.9687
R3982,Data Analyst,0.741,0.4895,0.984
R3983,Data Analyst,0.6259,0.3576,0.9515
R3984,Software Engineer,0.3932,0.2597,0.3495
R3985,Backend Developer,0.5658,0.2308,0.9383
R3986,ML Engineer,0.4982,0.4001,0.5795
R3987,Backend Developer,0.5071,0.2069,0.8682
R3988,Data Analyst,0.5377,0.213,0.9135
R3989,Data Analyst,0.4947,0.1508,0.8817
R3990,Backend Developer,0.5044,0.2882,0.7639
R3991,Software Engineer,0.544,0.2034,0.9255
R3992,Software Engineer,0.1816,0.0948,0.0374
R3993,Backend Developer,0.5436,0.2021,0.9255
R3994,Data Analyst,0.5212,0.2037,0.8946
R3995,Backend Developer,0.4853,0.1416,0.8705
R3996,ML Engineer,0.4263,0.079,0.7845
R3997,Frontend Developer,0.4601,0.397,0.4038
R3998,Frontend Developer,0.7995,0.5128,0.993
R3999,ML Engineer,0.4201,0.0603,0.7855
R4000,Backend Developer,0.5145,0.1836,0.8952
R4001,ML Engineer,0.4908,0.1723,0.8602
R4002,Data Analyst,0.5673,0.3069,0.9035
R4003,Backend Developer,0.383,0.1641,0.4709
R4004,Data Scientist,0.5107,0.1988,0.8801
R4005,Software Engineer,0.1698,0.0593,0.0378
R4006,Data Analyst,0.4233,0.0698,0.785
R4007,ML Engineer,0.5062,0.1587,0.896
R4008,Backend Developer,0.4298,0.0895,0.784
R4009,ML Engineer,0.3105,0.2148,0.1407
