resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R3905,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Java, C++, React, PyTorch, NLP, Django, Kubernetes, Python

Experience:
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn

Certifications:
None","Java, C++, React, PyTorch, NLP, Django, Kubernetes, Python",1,Masters,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn,None,Frontend Developer,"React, Python, Docker, Machine Learning, SQL, Cloud Computing",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: React, Python, Docker, Machine Learning, SQL, Cloud Computing.",0.33,1,1,0.6285395050861545,1,0.9999999999999997
R3906,"Professional Summary:
Candidate with 5 years of experience.

Skills:
React, Cloud Computing, Power BI

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
Google Data Analytics, Deep Learning Specialization","React, Cloud Computing, Power BI",5,Bachelors,Created interactive dashboards using Power BI; Developed a web application using Flask and React,"Google Data Analytics, Deep Learning Specialization",ML Engineer,"TensorFlow, Excel, Machine Learning, Deep Learning, Cloud Computing",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: TensorFlow, Excel, Machine Learning, Deep Learning, Cloud Computing.",0.2,1,0,0.5842286327653778,1,0.9999999999999988
R3907,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Kubernetes, C++, NLP, TensorFlow

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization, AWS Certified","Kubernetes, C++, NLP, TensorFlow",9,Bachelors,Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,"Deep Learning Specialization, AWS Certified",ML Engineer,"TensorFlow, Cloud Computing, Excel, Django, Machine Learning, Flask, C++, Node.js",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: TensorFlow, Cloud Computing, Excel, Django, Machine Learning, Flask, C++, Node.js.",0.25,1,0,0.5425404844468452,1,1.0000000000000002
R3908,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Python, SQL, Flask, Machine Learning

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics","Python, SQL, Flask, Machine Learning",2,Masters,Developed a web application using Flask and React; Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,Google Data Analytics,Data Scientist,"Machine Learning, Flask, Deep Learning, Data Analysis, SQL, Kubernetes",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Machine Learning, Flask, Deep Learning, Data Analysis, SQL, Kubernetes.",0.5,1,1,0.8219126601857047,1,1.0000000000000002
R3909,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Machine Learning, SQL, Excel, Kubernetes, Django, Power BI

Experience:
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Machine Learning, SQL, Excel, Kubernetes, Django, Power BI",5,Bachelors,Built a machine learning model for predicting customer churn,Deep Learning Specialization,ML Engineer,"Java, Machine Learning, Excel, Power BI, Flask, Cloud Computing",1,"We are hiring a ML Engineer.
Required experience: 1 years.
Skills required: Java, Machine Learning, Excel, Power BI, Flask, Cloud Computing.",0.5,1,0,0.5475633588828634,1,1.0000000000000002
R3910,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Django, Kubernetes, PyTorch, Machine Learning

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI

Certifications:
AWS Certified","Django, Kubernetes, PyTorch, Machine Learning",10,PhD,Created interactive dashboards using Power BI,AWS Certified,Software Engineer,"NLP, Python, Java, Cloud Computing, Deep Learning",1,"We are hiring a Software Engineer.
Required experience: 1 years.
Skills required: NLP, Python, Java, Cloud Computing, Deep Learning.",0.0,1,1,0.3617808242724957,0,1.0000000000000004
R3911,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Node.js, C++, Deep Learning

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
Google Data Analytics","Node.js, C++, Deep Learning",9,Masters,Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js; Developed a web application using Flask and React,Google Data Analytics,Frontend Developer,"Machine Learning, Data Analysis, NLP, Docker",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Machine Learning, Data Analysis, NLP, Docker.",0.0,1,1,0.5315995816033069,1,1.0000000000000002
R3912,"Professional Summary:
Candidate with 1 years of experience.

Skills:
SQL, NLP, Django, Excel

Experience:
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure","SQL, NLP, Django, Excel",1,PhD,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,Microsoft Azure,Frontend Developer,"Django, PyTorch, Deep Learning, SQL",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Django, PyTorch, Deep Learning, SQL.",0.5,0,1,0.3519137130219773,0,1.0000000000000004
R3913,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Flask, Power BI, Excel

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Deep Learning Specialization","Flask, Power BI, Excel",9,Masters,Implemented deep learning models using TensorFlow,Deep Learning Specialization,Frontend Developer,"Node.js, NLP, Java, React, Flask, Cloud Computing, C++, TensorFlow",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Node.js, NLP, Java, React, Flask, Cloud Computing, C++, TensorFlow.",0.12,1,1,0.6935064361170569,1,1.0
R3914,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Deep Learning, Java, React, Cloud Computing, Power BI, Python, PyTorch, Node.js

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics","Deep Learning, Java, React, Cloud Computing, Power BI, Python, PyTorch, Node.js",6,Masters,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,Google Data Analytics,Data Analyst,"Data Analysis, Machine Learning, React, Excel, Kubernetes, Node.js",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Data Analysis, Machine Learning, React, Excel, Kubernetes, Node.js.",0.33,1,1,0.8730574962792577,1,1.0000000000000002
R3915,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Flask, Django, Excel, Power BI, Java, Kubernetes, SQL, TensorFlow

Experience:
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization, NLP Certification","Flask, Django, Excel, Power BI, Java, Kubernetes, SQL, TensorFlow",8,Bachelors,Developed a web application using Flask and React; Created interactive dashboards using Power BI,"Deep Learning Specialization, NLP Certification",Frontend Developer,"Cloud Computing, Data Analysis, Machine Learning, React, Kubernetes, Excel",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: Cloud Computing, Data Analysis, Machine Learning, React, Kubernetes, Excel.",0.33,1,0,0.6018799225750249,1,1.0
R3916,"Professional Summary:
Candidate with 6 years of experience.

Skills:
SQL, Flask, Excel, Django, React, Docker, NLP, TensorFlow

Experience:
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
Microsoft Azure, NLP Certification","SQL, Flask, Excel, Django, React, Docker, NLP, TensorFlow",6,Bachelors,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI; Developed a web application using Flask and React,"Microsoft Azure, NLP Certification",Data Analyst,"Flask, Machine Learning, Excel, Deep Learning, Node.js, SQL, TensorFlow",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: Flask, Machine Learning, Excel, Deep Learning, Node.js, SQL, TensorFlow.",0.57,1,0,0.8470826848733224,1,1.0000000000000002
R3917,"Professional Summary:
Candidate with 8 years of experience.

Skills:
TensorFlow, NLP, Java, Django

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
None","TensorFlow, NLP, Java, Django",8,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,None,Frontend Developer,"Deep Learning, Machine Learning, Power BI, PyTorch",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Deep Learning, Machine Learning, Power BI, PyTorch.",0.0,1,1,0.45374182952312747,1,0.9999999999999999
R3918,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Flask, TensorFlow, React, Node.js, Machine Learning, SQL, NLP

Experience:
- Optimized model performance and accuracy
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
NLP Certification, Google Data Analytics","Flask, TensorFlow, React, Node.js, Machine Learning, SQL, NLP",9,PhD,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,"NLP Certification, Google Data Analytics",Backend Developer,"Node.js, Power BI, C++, Excel, Machine Learning",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: Node.js, Power BI, C++, Excel, Machine Learning.",0.4,1,1,0.8613279471257929,1,1.0
